
=========================== Training ===========================
[2023/03/18 00:07:26] 	 epoch : 001/300 	 Epoch loss:310.249281 	 Average loss:0.005171 	 Accuracy: 0.3936 	 KD loss: 472.152393 	 CLS loss: 44.929714
[2023/03/18 00:07:30] 	 ### Accuracy on 10000 test images: 0.4703 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 00:07:48] 	 epoch : 002/300 	 Epoch loss:162.356296 	 Average loss:0.002706 	 Accuracy: 0.7063 	 KD loss: 247.353784 	 CLS loss: 23.240033
[2023/03/18 00:08:06] 	 epoch : 003/300 	 Epoch loss:89.730672 	 Average loss:0.001496 	 Accuracy: 0.7784 	 KD loss: 131.870022 	 CLS loss: 17.681092
[2023/03/18 00:08:25] 	 epoch : 004/300 	 Epoch loss:62.786208 	 Average loss:0.001046 	 Accuracy: 0.8235 	 KD loss: 89.693291 	 CLS loss: 14.950386
[2023/03/18 00:08:43] 	 epoch : 005/300 	 Epoch loss:48.017914 	 Average loss:0.000800 	 Accuracy: 0.8556 	 KD loss: 67.099724 	 CLS loss: 12.930131
[2023/03/18 00:09:01] 	 epoch : 006/300 	 Epoch loss:39.924582 	 Average loss:0.000665 	 Accuracy: 0.8716 	 KD loss: 54.778327 	 CLS loss: 11.762640
[2023/03/18 00:09:19] 	 epoch : 007/300 	 Epoch loss:35.012213 	 Average loss:0.000584 	 Accuracy: 0.8820 	 KD loss: 47.480985 	 CLS loss: 10.872700
[2023/03/18 00:09:35] 	 epoch : 008/300 	 Epoch loss:32.114484 	 Average loss:0.000535 	 Accuracy: 0.8896 	 KD loss: 43.293927 	 CLS loss: 10.230211
[2023/03/18 00:09:50] 	 epoch : 009/300 	 Epoch loss:29.214259 	 Average loss:0.000487 	 Accuracy: 0.8968 	 KD loss: 39.200617 	 CLS loss: 9.489812
[2023/03/18 00:10:00] 	 epoch : 010/300 	 Epoch loss:27.322015 	 Average loss:0.000455 	 Accuracy: 0.9012 	 KD loss: 36.495417 	 CLS loss: 9.041273
[2023/03/18 00:10:03] 	 ### Accuracy on 10000 test images: 0.8820 Best accuracy so far: 0.4703  =>  saving model... ###
[2023/03/18 00:10:20] 	 epoch : 011/300 	 Epoch loss:26.314157 	 Average loss:0.000439 	 Accuracy: 0.9047 	 KD loss: 35.142975 	 CLS loss: 8.713951
[2023/03/18 00:10:37] 	 epoch : 012/300 	 Epoch loss:24.393431 	 Average loss:0.000407 	 Accuracy: 0.9098 	 KD loss: 32.473181 	 CLS loss: 8.182535
[2023/03/18 00:10:54] 	 epoch : 013/300 	 Epoch loss:23.810905 	 Average loss:0.000397 	 Accuracy: 0.9109 	 KD loss: 31.695897 	 CLS loss: 7.988943
[2023/03/18 00:11:11] 	 epoch : 014/300 	 Epoch loss:22.826675 	 Average loss:0.000380 	 Accuracy: 0.9129 	 KD loss: 30.296793 	 CLS loss: 7.747663
[2023/03/18 00:11:30] 	 epoch : 015/300 	 Epoch loss:22.193753 	 Average loss:0.000370 	 Accuracy: 0.9168 	 KD loss: 29.532127 	 CLS loss: 7.457461
[2023/03/18 00:11:48] 	 epoch : 016/300 	 Epoch loss:21.414586 	 Average loss:0.000357 	 Accuracy: 0.9177 	 KD loss: 28.358886 	 CLS loss: 7.332088
[2023/03/18 00:12:06] 	 epoch : 017/300 	 Epoch loss:21.483270 	 Average loss:0.000358 	 Accuracy: 0.9167 	 KD loss: 28.524452 	 CLS loss: 7.280996
[2023/03/18 00:12:23] 	 epoch : 018/300 	 Epoch loss:20.138234 	 Average loss:0.000336 	 Accuracy: 0.9207 	 KD loss: 26.713380 	 CLS loss: 6.850342
[2023/03/18 00:12:41] 	 epoch : 019/300 	 Epoch loss:20.131804 	 Average loss:0.000336 	 Accuracy: 0.9220 	 KD loss: 26.738500 	 CLS loss: 6.814505
[2023/03/18 00:12:56] 	 epoch : 020/300 	 Epoch loss:18.915511 	 Average loss:0.000315 	 Accuracy: 0.9246 	 KD loss: 25.034396 	 CLS loss: 6.491454
[2023/03/18 00:12:58] 	 ### Accuracy on 10000 test images: 0.8953 Best accuracy so far: 0.882  =>  saving model... ###
[2023/03/18 00:13:15] 	 epoch : 021/300 	 Epoch loss:18.694145 	 Average loss:0.000312 	 Accuracy: 0.9256 	 KD loss: 24.733226 	 CLS loss: 6.423681
[2023/03/18 00:13:33] 	 epoch : 022/300 	 Epoch loss:18.299227 	 Average loss:0.000305 	 Accuracy: 0.9281 	 KD loss: 24.231069 	 CLS loss: 6.267642
[2023/03/18 00:13:50] 	 epoch : 023/300 	 Epoch loss:17.781209 	 Average loss:0.000296 	 Accuracy: 0.9288 	 KD loss: 23.564909 	 CLS loss: 6.070438
[2023/03/18 00:14:08] 	 epoch : 024/300 	 Epoch loss:17.806948 	 Average loss:0.000297 	 Accuracy: 0.9294 	 KD loss: 23.568126 	 CLS loss: 6.110119
[2023/03/18 00:14:25] 	 epoch : 025/300 	 Epoch loss:17.089862 	 Average loss:0.000285 	 Accuracy: 0.9310 	 KD loss: 22.600269 	 CLS loss: 5.882833
[2023/03/18 00:14:43] 	 epoch : 026/300 	 Epoch loss:16.658516 	 Average loss:0.000278 	 Accuracy: 0.9324 	 KD loss: 22.080033 	 CLS loss: 5.684160
[2023/03/18 00:15:00] 	 epoch : 027/300 	 Epoch loss:16.963588 	 Average loss:0.000283 	 Accuracy: 0.9315 	 KD loss: 22.508413 	 CLS loss: 5.764232
[2023/03/18 00:15:17] 	 epoch : 028/300 	 Epoch loss:16.131066 	 Average loss:0.000269 	 Accuracy: 0.9355 	 KD loss: 21.379419 	 CLS loss: 5.505689
[2023/03/18 00:15:35] 	 epoch : 029/300 	 Epoch loss:15.809432 	 Average loss:0.000263 	 Accuracy: 0.9356 	 KD loss: 20.919675 	 CLS loss: 5.429377
[2023/03/18 00:15:47] 	 epoch : 030/300 	 Epoch loss:15.350055 	 Average loss:0.000256 	 Accuracy: 0.9354 	 KD loss: 20.275634 	 CLS loss: 5.307789
[2023/03/18 00:15:49] 	 ### Accuracy on 10000 test images: 0.9124 Best accuracy so far: 0.8953  =>  saving model... ###
[2023/03/18 00:16:06] 	 epoch : 031/300 	 Epoch loss:15.275959 	 Average loss:0.000255 	 Accuracy: 0.9381 	 KD loss: 20.323738 	 CLS loss: 5.136193
[2023/03/18 00:16:23] 	 epoch : 032/300 	 Epoch loss:15.219028 	 Average loss:0.000254 	 Accuracy: 0.9369 	 KD loss: 20.207657 	 CLS loss: 5.157388
[2023/03/18 00:16:40] 	 epoch : 033/300 	 Epoch loss:14.821096 	 Average loss:0.000247 	 Accuracy: 0.9380 	 KD loss: 19.616226 	 CLS loss: 5.085600
[2023/03/18 00:16:58] 	 epoch : 034/300 	 Epoch loss:14.577799 	 Average loss:0.000243 	 Accuracy: 0.9392 	 KD loss: 19.334340 	 CLS loss: 4.961991
[2023/03/18 00:17:15] 	 epoch : 035/300 	 Epoch loss:14.351008 	 Average loss:0.000239 	 Accuracy: 0.9398 	 KD loss: 19.057296 	 CLS loss: 4.861049
[2023/03/18 00:17:32] 	 epoch : 036/300 	 Epoch loss:14.313298 	 Average loss:0.000239 	 Accuracy: 0.9400 	 KD loss: 18.996417 	 CLS loss: 4.859079
[2023/03/18 00:17:50] 	 epoch : 037/300 	 Epoch loss:14.030717 	 Average loss:0.000234 	 Accuracy: 0.9421 	 KD loss: 18.660302 	 CLS loss: 4.724226
[2023/03/18 00:18:07] 	 epoch : 038/300 	 Epoch loss:14.359652 	 Average loss:0.000239 	 Accuracy: 0.9407 	 KD loss: 19.046407 	 CLS loss: 4.886345
[2023/03/18 00:18:24] 	 epoch : 039/300 	 Epoch loss:13.819334 	 Average loss:0.000230 	 Accuracy: 0.9423 	 KD loss: 18.363097 	 CLS loss: 4.669125
[2023/03/18 00:18:35] 	 epoch : 040/300 	 Epoch loss:13.255292 	 Average loss:0.000221 	 Accuracy: 0.9444 	 KD loss: 17.576149 	 CLS loss: 4.516003
[2023/03/18 00:18:37] 	 ### Accuracy on 10000 test images: 0.9065 Best accuracy so far: 0.9124 ###
[2023/03/18 00:18:54] 	 epoch : 041/300 	 Epoch loss:13.379725 	 Average loss:0.000223 	 Accuracy: 0.9439 	 KD loss: 17.795872 	 CLS loss: 4.503669
[2023/03/18 00:19:11] 	 epoch : 042/300 	 Epoch loss:13.131509 	 Average loss:0.000219 	 Accuracy: 0.9459 	 KD loss: 17.529494 	 CLS loss: 4.356355
[2023/03/18 00:19:28] 	 epoch : 043/300 	 Epoch loss:13.182826 	 Average loss:0.000220 	 Accuracy: 0.9448 	 KD loss: 17.546243 	 CLS loss: 4.425132
[2023/03/18 00:19:44] 	 epoch : 044/300 	 Epoch loss:12.844677 	 Average loss:0.000214 	 Accuracy: 0.9473 	 KD loss: 17.115757 	 CLS loss: 4.292037
