
=========================== Training ===========================
[2023/03/18 00:07:26] 	 epoch : 001/300 	 Epoch loss:121.016163 	 Average loss:0.002017 	 Accuracy: 0.4693 	 KD loss: 476.053461 	 CLS loss: 43.009113
[2023/03/18 00:07:29] 	 ### Accuracy on 10000 test images: 0.5778 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 00:07:47] 	 epoch : 002/300 	 Epoch loss:63.188254 	 Average loss:0.001053 	 Accuracy: 0.7378 	 KD loss: 252.195986 	 CLS loss: 21.248424
[2023/03/18 00:08:05] 	 epoch : 003/300 	 Epoch loss:37.092212 	 Average loss:0.000618 	 Accuracy: 0.7946 	 KD loss: 137.110211 	 CLS loss: 16.116948
[2023/03/18 00:08:23] 	 epoch : 004/300 	 Epoch loss:26.479541 	 Average loss:0.000441 	 Accuracy: 0.8422 	 KD loss: 92.504499 	 CLS loss: 13.297734
[2023/03/18 00:08:41] 	 epoch : 005/300 	 Epoch loss:20.958887 	 Average loss:0.000349 	 Accuracy: 0.8652 	 KD loss: 69.768332 	 CLS loss: 11.675366
[2023/03/18 00:08:58] 	 epoch : 006/300 	 Epoch loss:17.853351 	 Average loss:0.000298 	 Accuracy: 0.8791 	 KD loss: 57.425048 	 CLS loss: 10.613902
[2023/03/18 00:09:16] 	 epoch : 007/300 	 Epoch loss:15.918909 	 Average loss:0.000265 	 Accuracy: 0.8886 	 KD loss: 50.094817 	 CLS loss: 9.833242
[2023/03/18 00:09:33] 	 epoch : 008/300 	 Epoch loss:14.593461 	 Average loss:0.000243 	 Accuracy: 0.8967 	 KD loss: 45.358025 	 CLS loss: 9.203093
[2023/03/18 00:09:51] 	 epoch : 009/300 	 Epoch loss:13.691088 	 Average loss:0.000228 	 Accuracy: 0.8999 	 KD loss: 41.976594 	 CLS loss: 8.826281
[2023/03/18 00:10:06] 	 epoch : 010/300 	 Epoch loss:12.780207 	 Average loss:0.000213 	 Accuracy: 0.9061 	 KD loss: 39.005071 	 CLS loss: 8.298654
[2023/03/18 00:10:08] 	 ### Accuracy on 10000 test images: 0.8814 Best accuracy so far: 0.5778  =>  saving model... ###
[2023/03/18 00:10:25] 	 epoch : 011/300 	 Epoch loss:12.166273 	 Average loss:0.000203 	 Accuracy: 0.9094 	 KD loss: 36.894703 	 CLS loss: 7.978888
[2023/03/18 00:10:42] 	 epoch : 012/300 	 Epoch loss:11.728372 	 Average loss:0.000195 	 Accuracy: 0.9127 	 KD loss: 35.588799 	 CLS loss: 7.684354
[2023/03/18 00:10:58] 	 epoch : 013/300 	 Epoch loss:11.245739 	 Average loss:0.000187 	 Accuracy: 0.9156 	 KD loss: 34.102031 	 CLS loss: 7.375554
[2023/03/18 00:11:15] 	 epoch : 014/300 	 Epoch loss:10.695905 	 Average loss:0.000178 	 Accuracy: 0.9177 	 KD loss: 32.219779 	 CLS loss: 7.086581
[2023/03/18 00:11:32] 	 epoch : 015/300 	 Epoch loss:10.346357 	 Average loss:0.000172 	 Accuracy: 0.9214 	 KD loss: 31.265990 	 CLS loss: 6.821932
[2023/03/18 00:11:49] 	 epoch : 016/300 	 Epoch loss:9.984930 	 Average loss:0.000166 	 Accuracy: 0.9227 	 KD loss: 30.126191 	 CLS loss: 6.599487
[2023/03/18 00:12:07] 	 epoch : 017/300 	 Epoch loss:10.037556 	 Average loss:0.000167 	 Accuracy: 0.9214 	 KD loss: 30.318743 	 CLS loss: 6.623012
[2023/03/18 00:12:25] 	 epoch : 018/300 	 Epoch loss:9.275011 	 Average loss:0.000155 	 Accuracy: 0.9277 	 KD loss: 28.071489 	 CLS loss: 6.101189
[2023/03/18 00:12:43] 	 epoch : 019/300 	 Epoch loss:9.457101 	 Average loss:0.000158 	 Accuracy: 0.9271 	 KD loss: 28.722152 	 CLS loss: 6.187783
[2023/03/18 00:12:57] 	 epoch : 020/300 	 Epoch loss:8.874434 	 Average loss:0.000148 	 Accuracy: 0.9310 	 KD loss: 26.941770 	 CLS loss: 5.810132
[2023/03/18 00:13:00] 	 ### Accuracy on 10000 test images: 0.8936 Best accuracy so far: 0.8814  =>  saving model... ###
[2023/03/18 00:13:17] 	 epoch : 021/300 	 Epoch loss:8.691699 	 Average loss:0.000145 	 Accuracy: 0.9320 	 KD loss: 26.343039 	 CLS loss: 5.705151
[2023/03/18 00:13:35] 	 epoch : 022/300 	 Epoch loss:8.620366 	 Average loss:0.000144 	 Accuracy: 0.9325 	 KD loss: 26.141118 	 CLS loss: 5.653570
