
=========================== Training ===========================
[2023/03/18 02:38:47] 	 epoch : 001/300 	 Epoch loss:142.900370 	 Average loss:0.002382 	 Accuracy: 0.3665 	 KD loss: 667.348585 	 CLS loss: 47.153248
[2023/03/18 02:38:49] 	 ### Accuracy on 10000 test images: 0.4496 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 02:39:06] 	 epoch : 002/300 	 Epoch loss:80.674121 	 Average loss:0.001345 	 Accuracy: 0.6366 	 KD loss: 376.809257 	 CLS loss: 26.561343
[2023/03/18 02:39:23] 	 epoch : 003/300 	 Epoch loss:45.179860 	 Average loss:0.000753 	 Accuracy: 0.7547 	 KD loss: 206.445895 	 CLS loss: 19.453398
[2023/03/18 02:39:40] 	 epoch : 004/300 	 Epoch loss:30.968546 	 Average loss:0.000516 	 Accuracy: 0.8038 	 KD loss: 138.197450 	 CLS loss: 16.645276
[2023/03/18 02:39:57] 	 epoch : 005/300 	 Epoch loss:24.486662 	 Average loss:0.000408 	 Accuracy: 0.8366 	 KD loss: 107.554077 	 CLS loss: 14.879232
[2023/03/18 02:40:14] 	 epoch : 006/300 	 Epoch loss:20.666345 	 Average loss:0.000344 	 Accuracy: 0.8538 	 KD loss: 89.576099 	 CLS loss: 13.755626
[2023/03/18 02:40:31] 	 epoch : 007/300 	 Epoch loss:18.363962 	 Average loss:0.000306 	 Accuracy: 0.8659 	 KD loss: 78.944949 	 CLS loss: 12.874860
[2023/03/18 02:40:48] 	 epoch : 008/300 	 Epoch loss:16.502331 	 Average loss:0.000275 	 Accuracy: 0.8750 	 KD loss: 70.400913 	 CLS loss: 12.110740
[2023/03/18 02:41:04] 	 epoch : 009/300 	 Epoch loss:15.193825 	 Average loss:0.000253 	 Accuracy: 0.8819 	 KD loss: 64.592656 	 CLS loss: 11.376467
[2023/03/18 02:41:20] 	 epoch : 010/300 	 Epoch loss:14.641697 	 Average loss:0.000244 	 Accuracy: 0.8864 	 KD loss: 62.194038 	 CLS loss: 11.014444
[2023/03/18 02:41:22] 	 ### Accuracy on 10000 test images: 0.8431 Best accuracy so far: 0.4496  =>  saving model... ###
[2023/03/18 02:41:36] 	 epoch : 011/300 	 Epoch loss:13.753015 	 Average loss:0.000229 	 Accuracy: 0.8915 	 KD loss: 58.344583 	 CLS loss: 10.420491
[2023/03/18 02:41:53] 	 epoch : 012/300 	 Epoch loss:12.736187 	 Average loss:0.000212 	 Accuracy: 0.8970 	 KD loss: 53.884029 	 CLS loss: 9.796905
[2023/03/18 02:42:10] 	 epoch : 013/300 	 Epoch loss:12.160037 	 Average loss:0.000203 	 Accuracy: 0.9003 	 KD loss: 51.417842 	 CLS loss: 9.382339
[2023/03/18 02:42:27] 	 epoch : 014/300 	 Epoch loss:11.831338 	 Average loss:0.000197 	 Accuracy: 0.9033 	 KD loss: 50.064120 	 CLS loss: 9.092569
[2023/03/18 02:42:44] 	 epoch : 015/300 	 Epoch loss:11.371250 	 Average loss:0.000190 	 Accuracy: 0.9049 	 KD loss: 48.103119 	 CLS loss: 8.753134
[2023/03/18 02:43:01] 	 epoch : 016/300 	 Epoch loss:11.020571 	 Average loss:0.000184 	 Accuracy: 0.9082 	 KD loss: 46.642381 	 CLS loss: 8.460472
