
=========================== Training ===========================
[2023/03/21 06:11:18] 	 epoch : 001/300 	 Epoch loss:263.780835 	 Average loss:0.004396 	 Accuracy: 0.3692 	 KD loss: 613.833365 	 CLS loss: 45.618699
[2023/03/21 06:11:21] 	 ### Accuracy on 10000 test images: 0.3565 Best accuracy so far: 0  =>  saving model... ###
[2023/03/21 06:11:39] 	 epoch : 002/300 	 Epoch loss:149.646629 	 Average loss:0.002494 	 Accuracy: 0.6534 	 KD loss: 348.777136 	 CLS loss: 25.339433
[2023/03/21 06:11:58] 	 epoch : 003/300 	 Epoch loss:82.784394 	 Average loss:0.001380 	 Accuracy: 0.7644 	 KD loss: 188.266900 	 CLS loss: 18.694081
[2023/03/21 06:12:15] 	 epoch : 004/300 	 Epoch loss:54.864402 	 Average loss:0.000914 	 Accuracy: 0.8172 	 KD loss: 121.302722 	 CLS loss: 15.858283
[2023/03/21 06:12:33] 	 epoch : 005/300 	 Epoch loss:42.164497 	 Average loss:0.000703 	 Accuracy: 0.8494 	 KD loss: 91.518628 	 CLS loss: 13.892614
[2023/03/21 06:12:51] 	 epoch : 006/300 	 Epoch loss:34.872108 	 Average loss:0.000581 	 Accuracy: 0.8646 	 KD loss: 74.279181 	 CLS loss: 12.901087
[2023/03/21 06:13:08] 	 epoch : 007/300 	 Epoch loss:30.882404 	 Average loss:0.000515 	 Accuracy: 0.8747 	 KD loss: 65.152906 	 CLS loss: 12.053104
[2023/03/21 06:13:26] 	 epoch : 008/300 	 Epoch loss:27.905981 	 Average loss:0.000465 	 Accuracy: 0.8835 	 KD loss: 58.526594 	 CLS loss: 11.238357
[2023/03/21 06:13:44] 	 epoch : 009/300 	 Epoch loss:26.060148 	 Average loss:0.000434 	 Accuracy: 0.8905 	 KD loss: 54.542752 	 CLS loss: 10.607617
[2023/03/21 06:13:59] 	 epoch : 010/300 	 Epoch loss:24.663339 	 Average loss:0.000411 	 Accuracy: 0.8938 	 KD loss: 51.500585 	 CLS loss: 10.157760
