
=========================== Training ===========================
[2023/03/18 02:38:41] 	 epoch : 001/300 	 Epoch loss:266.724089 	 Average loss:0.004445 	 Accuracy: 0.3987 	 KD loss: 620.831859 	 CLS loss: 45.978351
[2023/03/18 02:38:43] 	 ### Accuracy on 10000 test images: 0.5001 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 02:38:54] 	 epoch : 002/300 	 Epoch loss:145.984074 	 Average loss:0.002433 	 Accuracy: 0.6667 	 KD loss: 340.010143 	 CLS loss: 24.950030
[2023/03/18 02:39:10] 	 epoch : 003/300 	 Epoch loss:79.179733 	 Average loss:0.001320 	 Accuracy: 0.7743 	 KD loss: 179.745016 	 CLS loss: 18.204314
[2023/03/18 02:39:27] 	 epoch : 004/300 	 Epoch loss:53.892154 	 Average loss:0.000898 	 Accuracy: 0.8188 	 KD loss: 119.036124 	 CLS loss: 15.694260
[2023/03/18 02:39:44] 	 epoch : 005/300 	 Epoch loss:42.496054 	 Average loss:0.000708 	 Accuracy: 0.8476 	 KD loss: 92.143784 	 CLS loss: 14.096349
[2023/03/18 02:40:00] 	 epoch : 006/300 	 Epoch loss:35.828122 	 Average loss:0.000597 	 Accuracy: 0.8629 	 KD loss: 76.401679 	 CLS loss: 13.168622
[2023/03/18 02:40:16] 	 epoch : 007/300 	 Epoch loss:32.473491 	 Average loss:0.000541 	 Accuracy: 0.8700 	 KD loss: 68.716003 	 CLS loss: 12.467724
[2023/03/18 02:40:34] 	 epoch : 008/300 	 Epoch loss:29.129076 	 Average loss:0.000485 	 Accuracy: 0.8804 	 KD loss: 61.284775 	 CLS loss: 11.537913
[2023/03/18 02:40:51] 	 epoch : 009/300 	 Epoch loss:27.199254 	 Average loss:0.000453 	 Accuracy: 0.8858 	 KD loss: 57.055142 	 CLS loss: 10.942993
[2023/03/18 02:41:09] 	 epoch : 010/300 	 Epoch loss:26.480056 	 Average loss:0.000441 	 Accuracy: 0.8896 	 KD loss: 55.474775 	 CLS loss: 10.725363
[2023/03/18 02:41:11] 	 ### Accuracy on 10000 test images: 0.8755 Best accuracy so far: 0.5001  =>  saving model... ###
[2023/03/18 02:41:26] 	 epoch : 011/300 	 Epoch loss:24.244466 	 Average loss:0.000404 	 Accuracy: 0.8954 	 KD loss: 50.722923 	 CLS loss: 9.888241
[2023/03/18 02:41:43] 	 epoch : 012/300 	 Epoch loss:22.759576 	 Average loss:0.000379 	 Accuracy: 0.8987 	 KD loss: 47.404109 	 CLS loss: 9.494831
[2023/03/18 02:42:00] 	 epoch : 013/300 	 Epoch loss:21.678373 	 Average loss:0.000361 	 Accuracy: 0.9029 	 KD loss: 45.185093 	 CLS loss: 9.010840
[2023/03/18 02:42:17] 	 epoch : 014/300 	 Epoch loss:20.974664 	 Average loss:0.000350 	 Accuracy: 0.9049 	 KD loss: 43.708414 	 CLS loss: 8.728244
[2023/03/18 02:42:34] 	 epoch : 015/300 	 Epoch loss:20.433757 	 Average loss:0.000341 	 Accuracy: 0.9076 	 KD loss: 42.574824 	 CLS loss: 8.509567
[2023/03/18 02:42:51] 	 epoch : 016/300 	 Epoch loss:19.750445 	 Average loss:0.000329 	 Accuracy: 0.9088 	 KD loss: 41.162956 	 CLS loss: 8.213155
[2023/03/18 02:43:08] 	 epoch : 017/300 	 Epoch loss:18.836187 	 Average loss:0.000314 	 Accuracy: 0.9116 	 KD loss: 39.132359 	 CLS loss: 7.958108
[2023/03/18 02:43:25] 	 epoch : 018/300 	 Epoch loss:18.410811 	 Average loss:0.000307 	 Accuracy: 0.9141 	 KD loss: 38.285769 	 CLS loss: 7.741257
[2023/03/18 02:43:42] 	 epoch : 019/300 	 Epoch loss:18.070476 	 Average loss:0.000301 	 Accuracy: 0.9147 	 KD loss: 37.576772 	 CLS loss: 7.599416
[2023/03/18 02:43:59] 	 epoch : 020/300 	 Epoch loss:17.912392 	 Average loss:0.000299 	 Accuracy: 0.9156 	 KD loss: 37.279590 	 CLS loss: 7.501389
[2023/03/18 02:44:01] 	 ### Accuracy on 10000 test images: 0.8930 Best accuracy so far: 0.8755  =>  saving model... ###
[2023/03/18 02:44:17] 	 epoch : 021/300 	 Epoch loss:16.827478 	 Average loss:0.000280 	 Accuracy: 0.9195 	 KD loss: 34.957284 	 CLS loss: 7.111411
[2023/03/18 02:44:34] 	 epoch : 022/300 	 Epoch loss:16.744198 	 Average loss:0.000279 	 Accuracy: 0.9189 	 KD loss: 34.757262 	 CLS loss: 7.103233
