
=========================== Training ===========================
[2023/03/20 16:10:56] 	 epoch : 001/300 	 Epoch loss:96.517357 	 Average loss:0.001609 	 Accuracy: 0.5252 	 KD loss: 159.859110 	 CLS loss: 40.717140
[2023/03/20 16:10:58] 	 ### Accuracy on 10000 test images: 0.6094 Best accuracy so far: 0  =>  saving model... ###
[2023/03/20 16:11:10] 	 epoch : 002/300 	 Epoch loss:49.758476 	 Average loss:0.000829 	 Accuracy: 0.7528 	 KD loss: 82.687316 	 CLS loss: 20.854436
[2023/03/20 16:11:27] 	 epoch : 003/300 	 Epoch loss:31.434894 	 Average loss:0.000524 	 Accuracy: 0.8260 	 KD loss: 49.601896 	 CLS loss: 14.492669
[2023/03/20 16:11:44] 	 epoch : 004/300 	 Epoch loss:23.978015 	 Average loss:0.000400 	 Accuracy: 0.8563 	 KD loss: 35.862062 	 CLS loss: 12.041487
[2023/03/20 16:12:02] 	 epoch : 005/300 	 Epoch loss:20.249291 	 Average loss:0.000337 	 Accuracy: 0.8705 	 KD loss: 29.112835 	 CLS loss: 10.755196
[2023/03/20 16:12:19] 	 epoch : 006/300 	 Epoch loss:17.850708 	 Average loss:0.000298 	 Accuracy: 0.8843 	 KD loss: 25.022790 	 CLS loss: 9.801990
[2023/03/20 16:12:36] 	 epoch : 007/300 	 Epoch loss:16.338313 	 Average loss:0.000272 	 Accuracy: 0.8890 	 KD loss: 22.377508 	 CLS loss: 9.234137
[2023/03/20 16:12:53] 	 epoch : 008/300 	 Epoch loss:15.014395 	 Average loss:0.000250 	 Accuracy: 0.8975 	 KD loss: 20.309441 	 CLS loss: 8.613273
[2023/03/20 16:13:11] 	 epoch : 009/300 	 Epoch loss:14.302042 	 Average loss:0.000238 	 Accuracy: 0.8992 	 KD loss: 18.996577 	 CLS loss: 8.379263
[2023/03/20 16:13:29] 	 epoch : 010/300 	 Epoch loss:13.547022 	 Average loss:0.000226 	 Accuracy: 0.9049 	 KD loss: 17.924501 	 CLS loss: 7.971527
[2023/03/20 16:13:32] 	 ### Accuracy on 10000 test images: 0.8924 Best accuracy so far: 0.6094  =>  saving model... ###
[2023/03/20 16:13:48] 	 epoch : 011/300 	 Epoch loss:12.457619 	 Average loss:0.000208 	 Accuracy: 0.9116 	 KD loss: 16.359339 	 CLS loss: 7.392354
[2023/03/20 16:14:06] 	 epoch : 012/300 	 Epoch loss:11.967110 	 Average loss:0.000199 	 Accuracy: 0.9122 	 KD loss: 15.533383 	 CLS loss: 7.192195
[2023/03/20 16:14:24] 	 epoch : 013/300 	 Epoch loss:11.668290 	 Average loss:0.000194 	 Accuracy: 0.9150 	 KD loss: 15.113111 	 CLS loss: 7.028806
[2023/03/20 16:14:41] 	 epoch : 014/300 	 Epoch loss:11.450281 	 Average loss:0.000191 	 Accuracy: 0.9172 	 KD loss: 14.700346 	 CLS loss: 6.962678
[2023/03/20 16:14:59] 	 epoch : 015/300 	 Epoch loss:10.706864 	 Average loss:0.000178 	 Accuracy: 0.9212 	 KD loss: 13.765151 	 CLS loss: 6.501004
[2023/03/20 16:15:17] 	 epoch : 016/300 	 Epoch loss:10.149054 	 Average loss:0.000169 	 Accuracy: 0.9243 	 KD loss: 12.959645 	 CLS loss: 6.206494
[2023/03/20 16:15:35] 	 epoch : 017/300 	 Epoch loss:9.763163 	 Average loss:0.000163 	 Accuracy: 0.9276 	 KD loss: 12.423164 	 CLS loss: 5.992371
[2023/03/20 16:15:54] 	 epoch : 018/300 	 Epoch loss:9.647448 	 Average loss:0.000161 	 Accuracy: 0.9285 	 KD loss: 12.272471 	 CLS loss: 5.923074
[2023/03/20 16:16:13] 	 epoch : 019/300 	 Epoch loss:9.600387 	 Average loss:0.000160 	 Accuracy: 0.9277 	 KD loss: 12.221628 	 CLS loss: 5.889670
[2023/03/20 16:16:31] 	 epoch : 020/300 	 Epoch loss:8.921482 	 Average loss:0.000149 	 Accuracy: 0.9316 	 KD loss: 11.360800 	 CLS loss: 5.471452
[2023/03/20 16:16:34] 	 ### Accuracy on 10000 test images: 0.9045 Best accuracy so far: 0.8924  =>  saving model... ###
[2023/03/20 16:16:53] 	 epoch : 021/300 	 Epoch loss:8.958969 	 Average loss:0.000149 	 Accuracy: 0.9324 	 KD loss: 11.310111 	 CLS loss: 5.543656
[2023/03/20 16:17:12] 	 epoch : 022/300 	 Epoch loss:8.733383 	 Average loss:0.000146 	 Accuracy: 0.9344 	 KD loss: 11.046474 	 CLS loss: 5.393492
[2023/03/20 16:17:31] 	 epoch : 023/300 	 Epoch loss:8.289264 	 Average loss:0.000138 	 Accuracy: 0.9386 	 KD loss: 10.507949 	 CLS loss: 5.107606
[2023/03/20 16:17:50] 	 epoch : 024/300 	 Epoch loss:8.184794 	 Average loss:0.000136 	 Accuracy: 0.9384 	 KD loss: 10.414107 	 CLS loss: 5.023938
[2023/03/20 16:18:08] 	 epoch : 025/300 	 Epoch loss:7.737647 	 Average loss:0.000129 	 Accuracy: 0.9412 	 KD loss: 9.823273 	 CLS loss: 4.760422
