
=========================== Training ===========================
[2023/03/19 02:06:03] 	 epoch : 001/300 	 Epoch loss:264.379515 	 Average loss:0.004406 	 Accuracy: 0.3810 	 KD loss: 615.156099 	 CLS loss: 45.792673
[2023/03/19 02:06:05] 	 ### Accuracy on 10000 test images: 0.4885 Best accuracy so far: 0  =>  saving model... ###
[2023/03/19 02:06:24] 	 epoch : 002/300 	 Epoch loss:154.787049 	 Average loss:0.002580 	 Accuracy: 0.6229 	 KD loss: 361.047402 	 CLS loss: 25.920207
[2023/03/19 02:06:42] 	 epoch : 003/300 	 Epoch loss:87.827416 	 Average loss:0.001464 	 Accuracy: 0.7504 	 KD loss: 200.511216 	 CLS loss: 19.057321
[2023/03/19 02:07:00] 	 epoch : 004/300 	 Epoch loss:57.513595 	 Average loss:0.000959 	 Accuracy: 0.8123 	 KD loss: 127.907842 	 CLS loss: 15.876145
[2023/03/19 02:07:17] 	 epoch : 005/300 	 Epoch loss:43.553012 	 Average loss:0.000726 	 Accuracy: 0.8444 	 KD loss: 94.791021 	 CLS loss: 14.091506
[2023/03/19 02:07:35] 	 epoch : 006/300 	 Epoch loss:35.538328 	 Average loss:0.000592 	 Accuracy: 0.8641 	 KD loss: 75.928534 	 CLS loss: 12.917284
[2023/03/19 02:07:52] 	 epoch : 007/300 	 Epoch loss:30.871047 	 Average loss:0.000515 	 Accuracy: 0.8759 	 KD loss: 65.306855 	 CLS loss: 11.870761
[2023/03/19 02:08:08] 	 epoch : 008/300 	 Epoch loss:28.108979 	 Average loss:0.000468 	 Accuracy: 0.8841 	 KD loss: 59.185884 	 CLS loss: 11.086564
[2023/03/19 02:08:25] 	 epoch : 009/300 	 Epoch loss:26.548379 	 Average loss:0.000442 	 Accuracy: 0.8896 	 KD loss: 55.844062 	 CLS loss: 10.526883
[2023/03/19 02:08:43] 	 epoch : 010/300 	 Epoch loss:24.723413 	 Average loss:0.000412 	 Accuracy: 0.8957 	 KD loss: 51.879660 	 CLS loss: 9.928871
[2023/03/19 02:08:46] 	 ### Accuracy on 10000 test images: 0.8751 Best accuracy so far: 0.4885  =>  saving model... ###
[2023/03/19 02:09:04] 	 epoch : 011/300 	 Epoch loss:23.818686 	 Average loss:0.000397 	 Accuracy: 0.8972 	 KD loss: 49.809211 	 CLS loss: 9.737502
[2023/03/19 02:09:22] 	 epoch : 012/300 	 Epoch loss:22.131759 	 Average loss:0.000369 	 Accuracy: 0.9017 	 KD loss: 46.187080 	 CLS loss: 9.142317
[2023/03/19 02:09:41] 	 epoch : 013/300 	 Epoch loss:21.251038 	 Average loss:0.000354 	 Accuracy: 0.9051 	 KD loss: 44.378825 	 CLS loss: 8.748769
[2023/03/19 02:09:59] 	 epoch : 014/300 	 Epoch loss:20.592868 	 Average loss:0.000343 	 Accuracy: 0.9063 	 KD loss: 42.912242 	 CLS loss: 8.569927
[2023/03/19 02:10:16] 	 epoch : 015/300 	 Epoch loss:20.148145 	 Average loss:0.000336 	 Accuracy: 0.9084 	 KD loss: 42.051657 	 CLS loss: 8.318704
[2023/03/19 02:10:33] 	 epoch : 016/300 	 Epoch loss:19.777202 	 Average loss:0.000330 	 Accuracy: 0.9105 	 KD loss: 41.345987 	 CLS loss: 8.097016
[2023/03/19 02:10:49] 	 epoch : 017/300 	 Epoch loss:18.674254 	 Average loss:0.000311 	 Accuracy: 0.9141 	 KD loss: 38.953224 	 CLS loss: 7.732411
[2023/03/19 02:11:06] 	 epoch : 018/300 	 Epoch loss:18.295278 	 Average loss:0.000305 	 Accuracy: 0.9154 	 KD loss: 38.136956 	 CLS loss: 7.601239
[2023/03/19 02:11:22] 	 epoch : 019/300 	 Epoch loss:17.843190 	 Average loss:0.000297 	 Accuracy: 0.9171 	 KD loss: 37.188756 	 CLS loss: 7.419218
[2023/03/19 02:11:37] 	 epoch : 020/300 	 Epoch loss:17.120430 	 Average loss:0.000285 	 Accuracy: 0.9198 	 KD loss: 35.664298 	 CLS loss: 7.136775
[2023/03/19 02:11:39] 	 ### Accuracy on 10000 test images: 0.8904 Best accuracy so far: 0.8751  =>  saving model... ###
[2023/03/19 02:11:55] 	 epoch : 021/300 	 Epoch loss:17.075449 	 Average loss:0.000285 	 Accuracy: 0.9178 	 KD loss: 35.590678 	 CLS loss: 7.097944
[2023/03/19 02:12:12] 	 epoch : 022/300 	 Epoch loss:17.082768 	 Average loss:0.000285 	 Accuracy: 0.9199 	 KD loss: 35.636499 	 CLS loss: 7.070420
[2023/03/19 02:12:29] 	 epoch : 023/300 	 Epoch loss:16.075128 	 Average loss:0.000268 	 Accuracy: 0.9228 	 KD loss: 33.459823 	 CLS loss: 6.727997
[2023/03/19 02:12:47] 	 epoch : 024/300 	 Epoch loss:15.865138 	 Average loss:0.000264 	 Accuracy: 0.9251 	 KD loss: 33.055731 	 CLS loss: 6.607114
[2023/03/19 02:13:05] 	 epoch : 025/300 	 Epoch loss:15.659602 	 Average loss:0.000261 	 Accuracy: 0.9252 	 KD loss: 32.637134 	 CLS loss: 6.511871
