
=========================== Training ===========================
[2023/03/19 07:42:45] 	 epoch : 001/300 	 Epoch loss:300.770203 	 Average loss:0.005013 	 Accuracy: 0.4253 	 KD loss: 457.192555 	 CLS loss: 44.091100
[2023/03/19 07:42:48] 	 ### Accuracy on 10000 test images: 0.3955 Best accuracy so far: 0  =>  saving model... ###
[2023/03/19 07:43:06] 	 epoch : 002/300 	 Epoch loss:164.220314 	 Average loss:0.002737 	 Accuracy: 0.6886 	 KD loss: 249.417067 	 CLS loss: 24.283446
[2023/03/19 07:43:20] 	 epoch : 003/300 	 Epoch loss:95.081617 	 Average loss:0.001585 	 Accuracy: 0.7836 	 KD loss: 140.529277 	 CLS loss: 17.940079
[2023/03/19 07:43:34] 	 epoch : 004/300 	 Epoch loss:64.576189 	 Average loss:0.001076 	 Accuracy: 0.8279 	 KD loss: 92.505271 	 CLS loss: 15.121707
[2023/03/19 07:43:48] 	 epoch : 005/300 	 Epoch loss:49.230794 	 Average loss:0.000821 	 Accuracy: 0.8569 	 KD loss: 68.939929 	 CLS loss: 13.111392
[2023/03/19 07:44:06] 	 epoch : 006/300 	 Epoch loss:41.532725 	 Average loss:0.000692 	 Accuracy: 0.8714 	 KD loss: 57.008904 	 CLS loss: 12.212301
[2023/03/19 07:44:24] 	 epoch : 007/300 	 Epoch loss:36.291606 	 Average loss:0.000605 	 Accuracy: 0.8826 	 KD loss: 49.305991 	 CLS loss: 11.180016
[2023/03/19 07:44:43] 	 epoch : 008/300 	 Epoch loss:32.820840 	 Average loss:0.000547 	 Accuracy: 0.8902 	 KD loss: 44.313831 	 CLS loss: 10.387567
[2023/03/19 07:45:01] 	 epoch : 009/300 	 Epoch loss:30.941957 	 Average loss:0.000516 	 Accuracy: 0.8946 	 KD loss: 41.601090 	 CLS loss: 9.968837
[2023/03/19 07:45:20] 	 epoch : 010/300 	 Epoch loss:28.910508 	 Average loss:0.000482 	 Accuracy: 0.9003 	 KD loss: 38.852849 	 CLS loss: 9.331329
[2023/03/19 07:45:23] 	 ### Accuracy on 10000 test images: 0.8647 Best accuracy so far: 0.3955  =>  saving model... ###
[2023/03/19 07:45:39] 	 epoch : 011/300 	 Epoch loss:27.453842 	 Average loss:0.000458 	 Accuracy: 0.9028 	 KD loss: 36.707686 	 CLS loss: 9.048715
[2023/03/19 07:45:56] 	 epoch : 012/300 	 Epoch loss:25.974915 	 Average loss:0.000433 	 Accuracy: 0.9072 	 KD loss: 34.679611 	 CLS loss: 8.611912
[2023/03/19 07:46:13] 	 epoch : 013/300 	 Epoch loss:24.920425 	 Average loss:0.000415 	 Accuracy: 0.9091 	 KD loss: 33.204510 	 CLS loss: 8.329532
[2023/03/19 07:46:31] 	 epoch : 014/300 	 Epoch loss:24.021845 	 Average loss:0.000400 	 Accuracy: 0.9115 	 KD loss: 31.954560 	 CLS loss: 8.081846
[2023/03/19 07:46:49] 	 epoch : 015/300 	 Epoch loss:23.256669 	 Average loss:0.000388 	 Accuracy: 0.9135 	 KD loss: 30.870699 	 CLS loss: 7.890415
[2023/03/19 07:47:06] 	 epoch : 016/300 	 Epoch loss:22.496822 	 Average loss:0.000375 	 Accuracy: 0.9161 	 KD loss: 29.923159 	 CLS loss: 7.571544
[2023/03/19 07:47:24] 	 epoch : 017/300 	 Epoch loss:21.659573 	 Average loss:0.000361 	 Accuracy: 0.9185 	 KD loss: 28.774279 	 CLS loss: 7.325007
[2023/03/19 07:47:42] 	 epoch : 018/300 	 Epoch loss:20.985826 	 Average loss:0.000350 	 Accuracy: 0.9191 	 KD loss: 27.847749 	 CLS loss: 7.128625
[2023/03/19 07:47:59] 	 epoch : 019/300 	 Epoch loss:20.681295 	 Average loss:0.000345 	 Accuracy: 0.9213 	 KD loss: 27.466514 	 CLS loss: 7.002310
[2023/03/19 07:48:16] 	 epoch : 020/300 	 Epoch loss:20.212719 	 Average loss:0.000337 	 Accuracy: 0.9227 	 KD loss: 26.858476 	 CLS loss: 6.829388
[2023/03/19 07:48:19] 	 ### Accuracy on 10000 test images: 0.8969 Best accuracy so far: 0.8647  =>  saving model... ###
[2023/03/19 07:48:34] 	 epoch : 021/300 	 Epoch loss:19.459099 	 Average loss:0.000324 	 Accuracy: 0.9239 	 KD loss: 25.765316 	 CLS loss: 6.666515
[2023/03/19 07:48:52] 	 epoch : 022/300 	 Epoch loss:18.930706 	 Average loss:0.000316 	 Accuracy: 0.9260 	 KD loss: 25.113600 	 CLS loss: 6.437575
[2023/03/19 07:49:09] 	 epoch : 023/300 	 Epoch loss:18.830387 	 Average loss:0.000314 	 Accuracy: 0.9259 	 KD loss: 24.960692 	 CLS loss: 6.423285
[2023/03/19 07:49:26] 	 epoch : 024/300 	 Epoch loss:18.345040 	 Average loss:0.000306 	 Accuracy: 0.9275 	 KD loss: 24.325014 	 CLS loss: 6.250051
[2023/03/19 07:49:44] 	 epoch : 025/300 	 Epoch loss:17.766249 	 Average loss:0.000296 	 Accuracy: 0.9304 	 KD loss: 23.558505 	 CLS loss: 6.051910
[2023/03/19 07:50:01] 	 epoch : 026/300 	 Epoch loss:17.516169 	 Average loss:0.000292 	 Accuracy: 0.9301 	 KD loss: 23.204897 	 CLS loss: 5.988717
[2023/03/19 07:50:19] 	 epoch : 027/300 	 Epoch loss:16.946987 	 Average loss:0.000282 	 Accuracy: 0.9319 	 KD loss: 22.492419 	 CLS loss: 5.752558
[2023/03/19 07:50:37] 	 epoch : 028/300 	 Epoch loss:17.121876 	 Average loss:0.000285 	 Accuracy: 0.9314 	 KD loss: 22.737701 	 CLS loss: 5.798757
[2023/03/19 07:50:55] 	 epoch : 029/300 	 Epoch loss:16.437956 	 Average loss:0.000274 	 Accuracy: 0.9341 	 KD loss: 21.793259 	 CLS loss: 5.603334
[2023/03/19 07:51:12] 	 epoch : 030/300 	 Epoch loss:16.336552 	 Average loss:0.000272 	 Accuracy: 0.9337 	 KD loss: 21.636365 	 CLS loss: 5.591220
[2023/03/19 07:51:14] 	 ### Accuracy on 10000 test images: 0.9078 Best accuracy so far: 0.8969  =>  saving model... ###
[2023/03/19 07:51:27] 	 epoch : 031/300 	 Epoch loss:16.180766 	 Average loss:0.000270 	 Accuracy: 0.9350 	 KD loss: 21.479040 	 CLS loss: 5.488902
