
=========================== Training ===========================
[2023/03/20 16:10:58] 	 epoch : 001/300 	 Epoch loss:293.509522 	 Average loss:0.004892 	 Accuracy: 0.4288 	 KD loss: 446.892159 	 CLS loss: 42.290360
[2023/03/20 16:11:01] 	 ### Accuracy on 10000 test images: 0.4864 Best accuracy so far: 0  =>  saving model... ###
[2023/03/20 16:11:12] 	 epoch : 002/300 	 Epoch loss:162.493596 	 Average loss:0.002708 	 Accuracy: 0.6851 	 KD loss: 246.050725 	 CLS loss: 24.771922
[2023/03/20 16:11:26] 	 epoch : 003/300 	 Epoch loss:95.008684 	 Average loss:0.001583 	 Accuracy: 0.7886 	 KD loss: 140.584342 	 CLS loss: 17.763456
[2023/03/20 16:11:44] 	 epoch : 004/300 	 Epoch loss:63.040385 	 Average loss:0.001051 	 Accuracy: 0.8373 	 KD loss: 90.375983 	 CLS loss: 14.691323
[2023/03/20 16:12:03] 	 epoch : 005/300 	 Epoch loss:48.935517 	 Average loss:0.000816 	 Accuracy: 0.8560 	 KD loss: 68.203867 	 CLS loss: 13.355325
[2023/03/20 16:12:22] 	 epoch : 006/300 	 Epoch loss:41.518373 	 Average loss:0.000692 	 Accuracy: 0.8690 	 KD loss: 56.964663 	 CLS loss: 12.232622
[2023/03/20 16:12:41] 	 epoch : 007/300 	 Epoch loss:36.669912 	 Average loss:0.000611 	 Accuracy: 0.8802 	 KD loss: 49.798280 	 CLS loss: 11.318237
[2023/03/20 16:13:00] 	 epoch : 008/300 	 Epoch loss:33.898243 	 Average loss:0.000565 	 Accuracy: 0.8867 	 KD loss: 45.744768 	 CLS loss: 10.752302
[2023/03/20 16:13:18] 	 epoch : 009/300 	 Epoch loss:31.617960 	 Average loss:0.000527 	 Accuracy: 0.8923 	 KD loss: 42.535422 	 CLS loss: 10.161176
[2023/03/20 16:13:35] 	 epoch : 010/300 	 Epoch loss:29.679994 	 Average loss:0.000495 	 Accuracy: 0.8956 	 KD loss: 39.765592 	 CLS loss: 9.701062
[2023/03/20 16:13:37] 	 ### Accuracy on 10000 test images: 0.8720 Best accuracy so far: 0.4864  =>  saving model... ###
[2023/03/20 16:13:53] 	 epoch : 011/300 	 Epoch loss:27.451701 	 Average loss:0.000458 	 Accuracy: 0.9022 	 KD loss: 36.724366 	 CLS loss: 9.028467
[2023/03/20 16:14:07] 	 epoch : 012/300 	 Epoch loss:26.579972 	 Average loss:0.000443 	 Accuracy: 0.9042 	 KD loss: 35.420413 	 CLS loss: 8.879539
[2023/03/20 16:14:22] 	 epoch : 013/300 	 Epoch loss:25.638983 	 Average loss:0.000427 	 Accuracy: 0.9062 	 KD loss: 34.156637 	 CLS loss: 8.574999
[2023/03/20 16:14:37] 	 epoch : 014/300 	 Epoch loss:25.080847 	 Average loss:0.000418 	 Accuracy: 0.9077 	 KD loss: 33.436692 	 CLS loss: 8.364718
[2023/03/20 16:14:55] 	 epoch : 015/300 	 Epoch loss:23.744447 	 Average loss:0.000396 	 Accuracy: 0.9116 	 KD loss: 31.566605 	 CLS loss: 8.007472
[2023/03/20 16:15:13] 	 epoch : 016/300 	 Epoch loss:22.396361 	 Average loss:0.000373 	 Accuracy: 0.9156 	 KD loss: 29.774432 	 CLS loss: 7.552834
[2023/03/20 16:15:32] 	 epoch : 017/300 	 Epoch loss:21.642974 	 Average loss:0.000361 	 Accuracy: 0.9169 	 KD loss: 28.748558 	 CLS loss: 7.323065
[2023/03/20 16:15:50] 	 epoch : 018/300 	 Epoch loss:21.128724 	 Average loss:0.000352 	 Accuracy: 0.9182 	 KD loss: 27.975949 	 CLS loss: 7.238590
[2023/03/20 16:16:08] 	 epoch : 019/300 	 Epoch loss:21.081231 	 Average loss:0.000351 	 Accuracy: 0.9188 	 KD loss: 27.945825 	 CLS loss: 7.189558
[2023/03/20 16:16:25] 	 epoch : 020/300 	 Epoch loss:20.111102 	 Average loss:0.000335 	 Accuracy: 0.9215 	 KD loss: 26.716145 	 CLS loss: 6.802356
[2023/03/20 16:16:27] 	 ### Accuracy on 10000 test images: 0.8940 Best accuracy so far: 0.872  =>  saving model... ###
[2023/03/20 16:16:43] 	 epoch : 021/300 	 Epoch loss:19.947655 	 Average loss:0.000332 	 Accuracy: 0.9213 	 KD loss: 26.417635 	 CLS loss: 6.828456
[2023/03/20 16:17:00] 	 epoch : 022/300 	 Epoch loss:19.431315 	 Average loss:0.000324 	 Accuracy: 0.9239 	 KD loss: 25.761072 	 CLS loss: 6.624453
[2023/03/20 16:17:18] 	 epoch : 023/300 	 Epoch loss:18.324733 	 Average loss:0.000305 	 Accuracy: 0.9273 	 KD loss: 24.270325 	 CLS loss: 6.270896
[2023/03/20 16:17:36] 	 epoch : 024/300 	 Epoch loss:18.292889 	 Average loss:0.000305 	 Accuracy: 0.9266 	 KD loss: 24.232786 	 CLS loss: 6.255361
[2023/03/20 16:17:54] 	 epoch : 025/300 	 Epoch loss:17.886882 	 Average loss:0.000298 	 Accuracy: 0.9289 	 KD loss: 23.669107 	 CLS loss: 6.142363
[2023/03/20 16:18:12] 	 epoch : 026/300 	 Epoch loss:17.695537 	 Average loss:0.000295 	 Accuracy: 0.9285 	 KD loss: 23.417668 	 CLS loss: 6.074893
[2023/03/20 16:18:30] 	 epoch : 027/300 	 Epoch loss:17.172095 	 Average loss:0.000286 	 Accuracy: 0.9312 	 KD loss: 22.718421 	 CLS loss: 5.901735
[2023/03/20 16:18:46] 	 epoch : 028/300 	 Epoch loss:16.864674 	 Average loss:0.000281 	 Accuracy: 0.9307 	 KD loss: 22.278753 	 CLS loss: 5.829036
[2023/03/20 16:19:02] 	 epoch : 029/300 	 Epoch loss:16.234720 	 Average loss:0.000271 	 Accuracy: 0.9340 	 KD loss: 21.422172 	 CLS loss: 5.635693
[2023/03/20 16:19:19] 	 epoch : 030/300 	 Epoch loss:16.119723 	 Average loss:0.000269 	 Accuracy: 0.9346 	 KD loss: 21.343683 	 CLS loss: 5.522520
[2023/03/20 16:19:21] 	 ### Accuracy on 10000 test images: 0.9077 Best accuracy so far: 0.894  =>  saving model... ###
[2023/03/20 16:19:37] 	 epoch : 031/300 	 Epoch loss:16.285138 	 Average loss:0.000271 	 Accuracy: 0.9334 	 KD loss: 21.566526 	 CLS loss: 5.575370
[2023/03/20 16:19:52] 	 epoch : 032/300 	 Epoch loss:15.867051 	 Average loss:0.000264 	 Accuracy: 0.9355 	 KD loss: 20.994823 	 CLS loss: 5.450261
[2023/03/20 16:20:09] 	 epoch : 033/300 	 Epoch loss:15.605529 	 Average loss:0.000260 	 Accuracy: 0.9357 	 KD loss: 20.698711 	 CLS loss: 5.310503
[2023/03/20 16:20:26] 	 epoch : 034/300 	 Epoch loss:15.544668 	 Average loss:0.000259 	 Accuracy: 0.9364 	 KD loss: 20.593641 	 CLS loss: 5.314137
[2023/03/20 16:20:43] 	 epoch : 035/300 	 Epoch loss:15.360322 	 Average loss:0.000256 	 Accuracy: 0.9370 	 KD loss: 20.358806 	 CLS loss: 5.241728
[2023/03/20 16:21:01] 	 epoch : 036/300 	 Epoch loss:14.867669 	 Average loss:0.000248 	 Accuracy: 0.9379 	 KD loss: 19.663039 	 CLS loss: 5.116409
[2023/03/20 16:21:19] 	 epoch : 037/300 	 Epoch loss:14.610503 	 Average loss:0.000244 	 Accuracy: 0.9387 	 KD loss: 19.318756 	 CLS loss: 5.032082
[2023/03/20 16:21:38] 	 epoch : 038/300 	 Epoch loss:14.712119 	 Average loss:0.000245 	 Accuracy: 0.9388 	 KD loss: 19.545065 	 CLS loss: 4.975132
[2023/03/20 16:21:56] 	 epoch : 039/300 	 Epoch loss:14.244306 	 Average loss:0.000237 	 Accuracy: 0.9405 	 KD loss: 18.878694 	 CLS loss: 4.861814
[2023/03/20 16:22:14] 	 epoch : 040/300 	 Epoch loss:14.112998 	 Average loss:0.000235 	 Accuracy: 0.9406 	 KD loss: 18.712699 	 CLS loss: 4.808963
[2023/03/20 16:22:16] 	 ### Accuracy on 10000 test images: 0.9121 Best accuracy so far: 0.9077  =>  saving model... ###
[2023/03/20 16:22:33] 	 epoch : 041/300 	 Epoch loss:13.682866 	 Average loss:0.000228 	 Accuracy: 0.9435 	 KD loss: 18.143592 	 CLS loss: 4.661184
[2023/03/20 16:22:50] 	 epoch : 042/300 	 Epoch loss:13.924781 	 Average loss:0.000232 	 Accuracy: 0.9411 	 KD loss: 18.473495 	 CLS loss: 4.734472
[2023/03/20 16:23:08] 	 epoch : 043/300 	 Epoch loss:13.350581 	 Average loss:0.000223 	 Accuracy: 0.9444 	 KD loss: 17.752159 	 CLS loss: 4.498808
[2023/03/20 16:23:25] 	 epoch : 044/300 	 Epoch loss:13.311975 	 Average loss:0.000222 	 Accuracy: 0.9445 	 KD loss: 17.676170 	 CLS loss: 4.510454
