
=========================== Training ===========================
[2023/03/20 10:35:15] 	 epoch : 001/300 	 Epoch loss:98.259423 	 Average loss:0.001638 	 Accuracy: 0.5136 	 KD loss: 163.348498 	 CLS loss: 41.150029
[2023/03/20 10:35:18] 	 ### Accuracy on 10000 test images: 0.6333 Best accuracy so far: 0  =>  saving model... ###
[2023/03/20 10:35:38] 	 epoch : 002/300 	 Epoch loss:48.133284 	 Average loss:0.000802 	 Accuracy: 0.7606 	 KD loss: 80.626564 	 CLS loss: 19.853323
[2023/03/20 10:35:56] 	 epoch : 003/300 	 Epoch loss:29.827393 	 Average loss:0.000497 	 Accuracy: 0.8321 	 KD loss: 47.155020 	 CLS loss: 13.706730
[2023/03/20 10:36:11] 	 epoch : 004/300 	 Epoch loss:22.225665 	 Average loss:0.000370 	 Accuracy: 0.8642 	 KD loss: 33.137876 	 CLS loss: 11.213143
[2023/03/20 10:36:26] 	 epoch : 005/300 	 Epoch loss:19.039657 	 Average loss:0.000317 	 Accuracy: 0.8767 	 KD loss: 27.161197 	 CLS loss: 10.218972
[2023/03/20 10:36:41] 	 epoch : 006/300 	 Epoch loss:16.865912 	 Average loss:0.000281 	 Accuracy: 0.8872 	 KD loss: 23.390090 	 CLS loss: 9.387345
[2023/03/20 10:36:57] 	 epoch : 007/300 	 Epoch loss:15.674023 	 Average loss:0.000261 	 Accuracy: 0.8938 	 KD loss: 21.296638 	 CLS loss: 8.944210
[2023/03/20 10:37:14] 	 epoch : 008/300 	 Epoch loss:14.429030 	 Average loss:0.000240 	 Accuracy: 0.8998 	 KD loss: 19.340165 	 CLS loss: 8.366204
[2023/03/20 10:37:31] 	 epoch : 009/300 	 Epoch loss:13.674911 	 Average loss:0.000228 	 Accuracy: 0.9031 	 KD loss: 18.142912 	 CLS loss: 8.022183
[2023/03/20 10:37:49] 	 epoch : 010/300 	 Epoch loss:12.750475 	 Average loss:0.000213 	 Accuracy: 0.9097 	 KD loss: 16.682549 	 CLS loss: 7.596819
[2023/03/20 10:37:51] 	 ### Accuracy on 10000 test images: 0.8964 Best accuracy so far: 0.6333  =>  saving model... ###
