
=========================== Training ===========================
[2023/03/18 17:45:43] 	 epoch : 001/300 	 Epoch loss:306.038698 	 Average loss:0.005101 	 Accuracy: 0.4189 	 KD loss: 465.384761 	 CLS loss: 44.679717
[2023/03/18 17:45:46] 	 ### Accuracy on 10000 test images: 0.4857 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 17:46:04] 	 epoch : 002/300 	 Epoch loss:163.220592 	 Average loss:0.002720 	 Accuracy: 0.7130 	 KD loss: 248.590351 	 CLS loss: 23.443959
[2023/03/18 17:46:22] 	 epoch : 003/300 	 Epoch loss:93.766829 	 Average loss:0.001563 	 Accuracy: 0.7847 	 KD loss: 138.412711 	 CLS loss: 17.865331
[2023/03/18 17:46:39] 	 epoch : 004/300 	 Epoch loss:64.482597 	 Average loss:0.001075 	 Accuracy: 0.8268 	 KD loss: 92.149799 	 CLS loss: 15.321192
[2023/03/18 17:46:57] 	 epoch : 005/300 	 Epoch loss:50.329153 	 Average loss:0.000839 	 Accuracy: 0.8498 	 KD loss: 70.128819 	 CLS loss: 13.753100
[2023/03/18 17:47:14] 	 epoch : 006/300 	 Epoch loss:42.886223 	 Average loss:0.000715 	 Accuracy: 0.8646 	 KD loss: 58.842500 	 CLS loss: 12.634535
[2023/03/18 17:47:32] 	 epoch : 007/300 	 Epoch loss:37.541581 	 Average loss:0.000626 	 Accuracy: 0.8764 	 KD loss: 50.983565 	 CLS loss: 11.585733
[2023/03/18 17:47:49] 	 epoch : 008/300 	 Epoch loss:33.637867 	 Average loss:0.000561 	 Accuracy: 0.8844 	 KD loss: 45.360842 	 CLS loss: 10.702267
[2023/03/18 17:48:06] 	 epoch : 009/300 	 Epoch loss:31.117692 	 Average loss:0.000519 	 Accuracy: 0.8913 	 KD loss: 41.772411 	 CLS loss: 10.090407
[2023/03/18 17:48:24] 	 epoch : 010/300 	 Epoch loss:29.096742 	 Average loss:0.000485 	 Accuracy: 0.8971 	 KD loss: 39.000317 	 CLS loss: 9.494252
[2023/03/18 17:48:27] 	 ### Accuracy on 10000 test images: 0.8656 Best accuracy so far: 0.4857  =>  saving model... ###
[2023/03/18 17:48:44] 	 epoch : 011/300 	 Epoch loss:28.046793 	 Average loss:0.000467 	 Accuracy: 0.8987 	 KD loss: 37.505235 	 CLS loss: 9.239418
[2023/03/18 17:49:02] 	 epoch : 012/300 	 Epoch loss:25.785468 	 Average loss:0.000430 	 Accuracy: 0.9062 	 KD loss: 34.442286 	 CLS loss: 8.533493
[2023/03/18 17:49:20] 	 epoch : 013/300 	 Epoch loss:25.218384 	 Average loss:0.000420 	 Accuracy: 0.9062 	 KD loss: 33.599352 	 CLS loss: 8.431286
[2023/03/18 17:49:38] 	 epoch : 014/300 	 Epoch loss:23.836858 	 Average loss:0.000397 	 Accuracy: 0.9115 	 KD loss: 31.802478 	 CLS loss: 7.925617
[2023/03/18 17:49:57] 	 epoch : 015/300 	 Epoch loss:23.421646 	 Average loss:0.000390 	 Accuracy: 0.9125 	 KD loss: 31.158820 	 CLS loss: 7.877255
[2023/03/18 17:50:15] 	 epoch : 016/300 	 Epoch loss:22.162350 	 Average loss:0.000369 	 Accuracy: 0.9157 	 KD loss: 29.517446 	 CLS loss: 7.419803
[2023/03/18 17:50:33] 	 epoch : 017/300 	 Epoch loss:21.429536 	 Average loss:0.000357 	 Accuracy: 0.9175 	 KD loss: 28.530582 	 CLS loss: 7.185309
[2023/03/18 17:50:52] 	 epoch : 018/300 	 Epoch loss:21.241263 	 Average loss:0.000354 	 Accuracy: 0.9182 	 KD loss: 28.251263 	 CLS loss: 7.150841
[2023/03/18 17:51:10] 	 epoch : 019/300 	 Epoch loss:20.529692 	 Average loss:0.000342 	 Accuracy: 0.9213 	 KD loss: 27.279613 	 CLS loss: 6.936539
[2023/03/18 17:51:26] 	 epoch : 020/300 	 Epoch loss:19.815828 	 Average loss:0.000330 	 Accuracy: 0.9228 	 KD loss: 26.320627 	 CLS loss: 6.705752
[2023/03/18 17:51:29] 	 ### Accuracy on 10000 test images: 0.8921 Best accuracy so far: 0.8656  =>  saving model... ###
[2023/03/18 17:51:47] 	 epoch : 021/300 	 Epoch loss:19.274466 	 Average loss:0.000321 	 Accuracy: 0.9242 	 KD loss: 25.580854 	 CLS loss: 6.543254
[2023/03/18 17:52:04] 	 epoch : 022/300 	 Epoch loss:18.833915 	 Average loss:0.000314 	 Accuracy: 0.9256 	 KD loss: 25.014795 	 CLS loss: 6.375062
[2023/03/18 17:52:21] 	 epoch : 023/300 	 Epoch loss:18.677114 	 Average loss:0.000311 	 Accuracy: 0.9253 	 KD loss: 24.808958 	 CLS loss: 6.319565
[2023/03/18 17:52:37] 	 epoch : 024/300 	 Epoch loss:18.054749 	 Average loss:0.000301 	 Accuracy: 0.9287 	 KD loss: 24.026391 	 CLS loss: 6.064856
[2023/03/18 17:52:54] 	 epoch : 025/300 	 Epoch loss:18.025053 	 Average loss:0.000300 	 Accuracy: 0.9286 	 KD loss: 23.995519 	 CLS loss: 6.046234
[2023/03/18 17:53:11] 	 epoch : 026/300 	 Epoch loss:17.280479 	 Average loss:0.000288 	 Accuracy: 0.9323 	 KD loss: 23.024156 	 CLS loss: 5.776640
