
=========================== Training ===========================
[2023/03/20 04:58:58] 	 epoch : 001/300 	 Epoch loss:144.661595 	 Average loss:0.002411 	 Accuracy: 0.3754 	 KD loss: 676.205355 	 CLS loss: 47.102609
[2023/03/20 04:59:01] 	 ### Accuracy on 10000 test images: 0.3553 Best accuracy so far: 0  =>  saving model... ###
[2023/03/20 04:59:20] 	 epoch : 002/300 	 Epoch loss:81.810316 	 Average loss:0.001364 	 Accuracy: 0.6204 	 KD loss: 381.143600 	 CLS loss: 27.907974
[2023/03/20 04:59:37] 	 epoch : 003/300 	 Epoch loss:47.343815 	 Average loss:0.000789 	 Accuracy: 0.7538 	 KD loss: 217.225667 	 CLS loss: 19.493406
[2023/03/20 04:59:54] 	 epoch : 004/300 	 Epoch loss:32.035746 	 Average loss:0.000534 	 Accuracy: 0.7957 	 KD loss: 143.247532 	 CLS loss: 16.931195
[2023/03/20 05:00:11] 	 epoch : 005/300 	 Epoch loss:25.240312 	 Average loss:0.000421 	 Accuracy: 0.8289 	 KD loss: 110.836682 	 CLS loss: 15.364876
[2023/03/20 05:00:28] 	 epoch : 006/300 	 Epoch loss:20.979489 	 Average loss:0.000350 	 Accuracy: 0.8501 	 KD loss: 91.075942 	 CLS loss: 13.821501
[2023/03/20 05:00:45] 	 epoch : 007/300 	 Epoch loss:18.166888 	 Average loss:0.000303 	 Accuracy: 0.8685 	 KD loss: 78.363283 	 CLS loss: 12.471158
[2023/03/20 05:01:02] 	 epoch : 008/300 	 Epoch loss:16.492567 	 Average loss:0.000275 	 Accuracy: 0.8771 	 KD loss: 70.696026 	 CLS loss: 11.766806
[2023/03/20 05:01:19] 	 epoch : 009/300 	 Epoch loss:15.176018 	 Average loss:0.000253 	 Accuracy: 0.8836 	 KD loss: 64.695511 	 CLS loss: 11.184578
[2023/03/20 05:01:36] 	 epoch : 010/300 	 Epoch loss:13.977433 	 Average loss:0.000233 	 Accuracy: 0.8906 	 KD loss: 59.396669 	 CLS loss: 10.490493
[2023/03/20 05:01:39] 	 ### Accuracy on 10000 test images: 0.8727 Best accuracy so far: 0.3553  =>  saving model... ###
