
=========================== Training ===========================
[2023/03/20 21:49:45] 	 epoch : 001/300 	 Epoch loss:303.892963 	 Average loss:0.005065 	 Accuracy: 0.4839 	 KD loss: 464.093332 	 CLS loss: 42.394921
[2023/03/20 21:49:48] 	 ### Accuracy on 10000 test images: 0.5258 Best accuracy so far: 0  =>  saving model... ###
[2023/03/20 21:50:07] 	 epoch : 002/300 	 Epoch loss:160.814202 	 Average loss:0.002680 	 Accuracy: 0.7167 	 KD loss: 245.238505 	 CLS loss: 22.785152
[2023/03/20 21:50:24] 	 epoch : 003/300 	 Epoch loss:91.383353 	 Average loss:0.001523 	 Accuracy: 0.7829 	 KD loss: 134.621047 	 CLS loss: 17.684536
[2023/03/20 21:50:41] 	 epoch : 004/300 	 Epoch loss:63.072420 	 Average loss:0.001051 	 Accuracy: 0.8295 	 KD loss: 90.237047 	 CLS loss: 14.883648
[2023/03/20 21:50:59] 	 epoch : 005/300 	 Epoch loss:48.617825 	 Average loss:0.000810 	 Accuracy: 0.8582 	 KD loss: 68.059636 	 CLS loss: 12.970068
[2023/03/20 21:51:16] 	 epoch : 006/300 	 Epoch loss:41.510228 	 Average loss:0.000692 	 Accuracy: 0.8706 	 KD loss: 57.001590 	 CLS loss: 12.182121
[2023/03/20 21:51:33] 	 epoch : 007/300 	 Epoch loss:36.339290 	 Average loss:0.000606 	 Accuracy: 0.8797 	 KD loss: 49.242460 	 CLS loss: 11.323020
[2023/03/20 21:51:50] 	 epoch : 008/300 	 Epoch loss:33.054118 	 Average loss:0.000551 	 Accuracy: 0.8880 	 KD loss: 44.491261 	 CLS loss: 10.598933
[2023/03/20 21:52:07] 	 epoch : 009/300 	 Epoch loss:30.572967 	 Average loss:0.000510 	 Accuracy: 0.8941 	 KD loss: 40.974386 	 CLS loss: 9.980558
[2023/03/20 21:52:24] 	 epoch : 010/300 	 Epoch loss:28.296043 	 Average loss:0.000472 	 Accuracy: 0.8994 	 KD loss: 37.856515 	 CLS loss: 9.303554
[2023/03/20 21:52:27] 	 ### Accuracy on 10000 test images: 0.8768 Best accuracy so far: 0.5258  =>  saving model... ###
[2023/03/20 21:52:45] 	 epoch : 011/300 	 Epoch loss:26.834615 	 Average loss:0.000447 	 Accuracy: 0.9027 	 KD loss: 35.718640 	 CLS loss: 9.005717
[2023/03/20 21:53:03] 	 epoch : 012/300 	 Epoch loss:25.872423 	 Average loss:0.000431 	 Accuracy: 0.9052 	 KD loss: 34.480617 	 CLS loss: 8.640086
[2023/03/20 21:53:21] 	 epoch : 013/300 	 Epoch loss:24.413118 	 Average loss:0.000407 	 Accuracy: 0.9082 	 KD loss: 32.371962 	 CLS loss: 8.316567
[2023/03/20 21:53:39] 	 epoch : 014/300 	 Epoch loss:23.368250 	 Average loss:0.000389 	 Accuracy: 0.9121 	 KD loss: 31.062416 	 CLS loss: 7.884666
[2023/03/20 21:53:56] 	 epoch : 015/300 	 Epoch loss:22.599344 	 Average loss:0.000377 	 Accuracy: 0.9149 	 KD loss: 29.959446 	 CLS loss: 7.706125
[2023/03/20 21:54:13] 	 epoch : 016/300 	 Epoch loss:22.158930 	 Average loss:0.000369 	 Accuracy: 0.9149 	 KD loss: 29.357914 	 CLS loss: 7.573635
[2023/03/20 21:54:31] 	 epoch : 017/300 	 Epoch loss:21.159333 	 Average loss:0.000353 	 Accuracy: 0.9190 	 KD loss: 27.976448 	 CLS loss: 7.289105
[2023/03/20 21:54:48] 	 epoch : 018/300 	 Epoch loss:20.459447 	 Average loss:0.000341 	 Accuracy: 0.9203 	 KD loss: 27.089195 	 CLS loss: 7.009882
[2023/03/20 21:55:05] 	 epoch : 019/300 	 Epoch loss:19.832097 	 Average loss:0.000331 	 Accuracy: 0.9216 	 KD loss: 26.273953 	 CLS loss: 6.779540
[2023/03/20 21:55:21] 	 epoch : 020/300 	 Epoch loss:19.335336 	 Average loss:0.000322 	 Accuracy: 0.9242 	 KD loss: 25.595633 	 CLS loss: 6.629926
[2023/03/20 21:55:24] 	 ### Accuracy on 10000 test images: 0.9033 Best accuracy so far: 0.8768  =>  saving model... ###
[2023/03/20 21:55:41] 	 epoch : 021/300 	 Epoch loss:18.817273 	 Average loss:0.000314 	 Accuracy: 0.9253 	 KD loss: 24.918349 	 CLS loss: 6.443772
[2023/03/20 21:55:59] 	 epoch : 022/300 	 Epoch loss:18.249617 	 Average loss:0.000304 	 Accuracy: 0.9281 	 KD loss: 24.134487 	 CLS loss: 6.281540
