
=========================== Training ===========================
[2023/03/18 00:07:23] 	 epoch : 001/300 	 Epoch loss:121.022711 	 Average loss:0.002017 	 Accuracy: 0.4695 	 KD loss: 476.086746 	 CLS loss: 43.008932
[2023/03/18 00:07:25] 	 ### Accuracy on 10000 test images: 0.5769 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 00:07:41] 	 epoch : 002/300 	 Epoch loss:63.204675 	 Average loss:0.001053 	 Accuracy: 0.7377 	 KD loss: 252.259830 	 CLS loss: 21.254512
[2023/03/18 00:07:57] 	 epoch : 003/300 	 Epoch loss:37.080652 	 Average loss:0.000618 	 Accuracy: 0.7954 	 KD loss: 137.089573 	 CLS loss: 16.104561
[2023/03/18 00:08:11] 	 epoch : 004/300 	 Epoch loss:26.531654 	 Average loss:0.000442 	 Accuracy: 0.8414 	 KD loss: 92.680811 	 CLS loss: 13.325819
[2023/03/18 00:08:27] 	 epoch : 005/300 	 Epoch loss:20.976637 	 Average loss:0.000350 	 Accuracy: 0.8648 	 KD loss: 69.846131 	 CLS loss: 11.679017
[2023/03/18 00:08:45] 	 epoch : 006/300 	 Epoch loss:17.849751 	 Average loss:0.000297 	 Accuracy: 0.8794 	 KD loss: 57.436309 	 CLS loss: 10.604148
[2023/03/18 00:09:03] 	 epoch : 007/300 	 Epoch loss:15.967133 	 Average loss:0.000266 	 Accuracy: 0.8874 	 KD loss: 50.277548 	 CLS loss: 9.852705
[2023/03/18 00:09:20] 	 epoch : 008/300 	 Epoch loss:14.564465 	 Average loss:0.000243 	 Accuracy: 0.8974 	 KD loss: 45.285874 	 CLS loss: 9.178816
[2023/03/18 00:09:39] 	 epoch : 009/300 	 Epoch loss:13.645939 	 Average loss:0.000227 	 Accuracy: 0.9001 	 KD loss: 41.827266 	 CLS loss: 8.800809
[2023/03/18 00:09:57] 	 epoch : 010/300 	 Epoch loss:12.719211 	 Average loss:0.000212 	 Accuracy: 0.9054 	 KD loss: 38.811120 	 CLS loss: 8.261645
[2023/03/18 00:09:59] 	 ### Accuracy on 10000 test images: 0.8698 Best accuracy so far: 0.5769  =>  saving model... ###
[2023/03/18 00:10:16] 	 epoch : 011/300 	 Epoch loss:12.210861 	 Average loss:0.000204 	 Accuracy: 0.9091 	 KD loss: 37.060758 	 CLS loss: 7.997848
