
=========================== Training ===========================
[2023/03/18 00:07:25] 	 epoch : 001/300 	 Epoch loss:143.739181 	 Average loss:0.002396 	 Accuracy: 0.3387 	 KD loss: 670.730936 	 CLS loss: 47.964962
[2023/03/18 00:07:28] 	 ### Accuracy on 10000 test images: 0.3701 Best accuracy so far: 0  =>  saving model... ###
[2023/03/18 00:07:46] 	 epoch : 002/300 	 Epoch loss:79.309811 	 Average loss:0.001322 	 Accuracy: 0.6000 	 KD loss: 368.132256 	 CLS loss: 28.416792
[2023/03/18 00:08:04] 	 epoch : 003/300 	 Epoch loss:45.520982 	 Average loss:0.000759 	 Accuracy: 0.7385 	 KD loss: 206.959676 	 CLS loss: 20.645228
[2023/03/18 00:08:22] 	 epoch : 004/300 	 Epoch loss:31.710551 	 Average loss:0.000529 	 Accuracy: 0.7875 	 KD loss: 141.259969 	 CLS loss: 17.292782
[2023/03/18 00:08:39] 	 epoch : 005/300 	 Epoch loss:25.278865 	 Average loss:0.000421 	 Accuracy: 0.8263 	 KD loss: 111.159481 	 CLS loss: 15.234842
[2023/03/18 00:08:56] 	 epoch : 006/300 	 Epoch loss:21.122663 	 Average loss:0.000352 	 Accuracy: 0.8520 	 KD loss: 92.107764 	 CLS loss: 13.505550
[2023/03/18 00:09:13] 	 epoch : 007/300 	 Epoch loss:18.165381 	 Average loss:0.000303 	 Accuracy: 0.8655 	 KD loss: 78.273506 	 CLS loss: 12.553399
[2023/03/18 00:09:29] 	 epoch : 008/300 	 Epoch loss:16.135736 	 Average loss:0.000269 	 Accuracy: 0.8774 	 KD loss: 69.075820 	 CLS loss: 11.602858
[2023/03/18 00:09:46] 	 epoch : 009/300 	 Epoch loss:14.681350 	 Average loss:0.000245 	 Accuracy: 0.8856 	 KD loss: 62.489960 	 CLS loss: 10.916791
[2023/03/18 00:10:02] 	 epoch : 010/300 	 Epoch loss:13.863280 	 Average loss:0.000231 	 Accuracy: 0.8891 	 KD loss: 58.852399 	 CLS loss: 10.463998
[2023/03/18 00:10:04] 	 ### Accuracy on 10000 test images: 0.8717 Best accuracy so far: 0.3701  =>  saving model... ###
[2023/03/18 00:10:20] 	 epoch : 011/300 	 Epoch loss:13.154470 	 Average loss:0.000219 	 Accuracy: 0.8948 	 KD loss: 55.914170 	 CLS loss: 9.858177
[2023/03/18 00:10:37] 	 epoch : 012/300 	 Epoch loss:12.527772 	 Average loss:0.000209 	 Accuracy: 0.8984 	 KD loss: 53.145209 	 CLS loss: 9.493650
[2023/03/18 00:10:54] 	 epoch : 013/300 	 Epoch loss:12.018687 	 Average loss:0.000200 	 Accuracy: 0.9027 	 KD loss: 51.035516 	 CLS loss: 9.057916
[2023/03/18 00:11:12] 	 epoch : 014/300 	 Epoch loss:11.514035 	 Average loss:0.000192 	 Accuracy: 0.9055 	 KD loss: 48.816545 	 CLS loss: 8.753627
[2023/03/18 00:11:29] 	 epoch : 015/300 	 Epoch loss:11.221986 	 Average loss:0.000187 	 Accuracy: 0.9080 	 KD loss: 47.671928 	 CLS loss: 8.438001
[2023/03/18 00:11:47] 	 epoch : 016/300 	 Epoch loss:10.982753 	 Average loss:0.000183 	 Accuracy: 0.9067 	 KD loss: 46.505909 	 CLS loss: 8.407854
[2023/03/18 00:12:04] 	 epoch : 017/300 	 Epoch loss:10.548846 	 Average loss:0.000176 	 Accuracy: 0.9115 	 KD loss: 44.769478 	 CLS loss: 7.974754
[2023/03/18 00:12:20] 	 epoch : 018/300 	 Epoch loss:10.448434 	 Average loss:0.000174 	 Accuracy: 0.9126 	 KD loss: 44.396896 	 CLS loss: 7.845274
[2023/03/18 00:12:36] 	 epoch : 019/300 	 Epoch loss:10.008399 	 Average loss:0.000167 	 Accuracy: 0.9150 	 KD loss: 42.488621 	 CLS loss: 7.553373
[2023/03/18 00:12:52] 	 epoch : 020/300 	 Epoch loss:9.538439 	 Average loss:0.000159 	 Accuracy: 0.9185 	 KD loss: 40.408821 	 CLS loss: 7.283373
[2023/03/18 00:12:54] 	 ### Accuracy on 10000 test images: 0.9014 Best accuracy so far: 0.8717  =>  saving model... ###
[2023/03/18 00:13:10] 	 epoch : 021/300 	 Epoch loss:9.611713 	 Average loss:0.000160 	 Accuracy: 0.9175 	 KD loss: 40.752142 	 CLS loss: 7.306424
[2023/03/18 00:13:27] 	 epoch : 022/300 	 Epoch loss:9.283984 	 Average loss:0.000155 	 Accuracy: 0.9207 	 KD loss: 39.362988 	 CLS loss: 7.056931
[2023/03/18 00:13:43] 	 epoch : 023/300 	 Epoch loss:9.237080 	 Average loss:0.000154 	 Accuracy: 0.9208 	 KD loss: 39.135035 	 CLS loss: 7.050362
[2023/03/18 00:14:00] 	 epoch : 024/300 	 Epoch loss:9.083099 	 Average loss:0.000151 	 Accuracy: 0.9216 	 KD loss: 38.481852 	 CLS loss: 6.933643
[2023/03/18 00:14:17] 	 epoch : 025/300 	 Epoch loss:8.873465 	 Average loss:0.000148 	 Accuracy: 0.9240 	 KD loss: 37.653088 	 CLS loss: 6.714234
[2023/03/18 00:14:32] 	 epoch : 026/300 	 Epoch loss:8.845314 	 Average loss:0.000147 	 Accuracy: 0.9222 	 KD loss: 37.462219 	 CLS loss: 6.764351
[2023/03/18 00:14:49] 	 epoch : 027/300 	 Epoch loss:9.212794 	 Average loss:0.000154 	 Accuracy: 0.9217 	 KD loss: 39.287577 	 CLS loss: 6.776392
[2023/03/18 00:15:06] 	 epoch : 028/300 	 Epoch loss:8.369054 	 Average loss:0.000139 	 Accuracy: 0.9261 	 KD loss: 35.478326 	 CLS loss: 6.366942
[2023/03/18 00:15:24] 	 epoch : 029/300 	 Epoch loss:8.171923 	 Average loss:0.000136 	 Accuracy: 0.9266 	 KD loss: 34.628438 	 CLS loss: 6.231177
[2023/03/18 00:15:42] 	 epoch : 030/300 	 Epoch loss:8.018061 	 Average loss:0.000134 	 Accuracy: 0.9292 	 KD loss: 33.995758 	 CLS loss: 6.094545
[2023/03/18 00:15:45] 	 ### Accuracy on 10000 test images: 0.9014 Best accuracy so far: 0.9014 ###
[2023/03/18 00:16:03] 	 epoch : 031/300 	 Epoch loss:7.904033 	 Average loss:0.000132 	 Accuracy: 0.9286 	 KD loss: 33.525622 	 CLS loss: 5.994541
[2023/03/18 00:16:21] 	 epoch : 032/300 	 Epoch loss:7.885393 	 Average loss:0.000131 	 Accuracy: 0.9289 	 KD loss: 33.402684 	 CLS loss: 6.024283
[2023/03/18 00:16:39] 	 epoch : 033/300 	 Epoch loss:7.855238 	 Average loss:0.000131 	 Accuracy: 0.9302 	 KD loss: 33.326213 	 CLS loss: 5.949977
[2023/03/18 00:16:57] 	 epoch : 034/300 	 Epoch loss:7.543747 	 Average loss:0.000126 	 Accuracy: 0.9312 	 KD loss: 31.949169 	 CLS loss: 5.769563
[2023/03/18 00:17:15] 	 epoch : 035/300 	 Epoch loss:7.565081 	 Average loss:0.000126 	 Accuracy: 0.9322 	 KD loss: 32.124445 	 CLS loss: 5.700960
[2023/03/18 00:17:33] 	 epoch : 036/300 	 Epoch loss:7.615180 	 Average loss:0.000127 	 Accuracy: 0.9319 	 KD loss: 32.331984 	 CLS loss: 5.743915
[2023/03/18 00:17:51] 	 epoch : 037/300 	 Epoch loss:7.485130 	 Average loss:0.000125 	 Accuracy: 0.9323 	 KD loss: 31.836128 	 CLS loss: 5.589522
[2023/03/18 00:18:08] 	 epoch : 038/300 	 Epoch loss:7.603623 	 Average loss:0.000127 	 Accuracy: 0.9327 	 KD loss: 32.330790 	 CLS loss: 5.687324
[2023/03/18 00:18:26] 	 epoch : 039/300 	 Epoch loss:7.291831 	 Average loss:0.000122 	 Accuracy: 0.9349 	 KD loss: 31.024026 	 CLS loss: 5.435129
[2023/03/18 00:18:41] 	 epoch : 040/300 	 Epoch loss:7.106309 	 Average loss:0.000118 	 Accuracy: 0.9355 	 KD loss: 30.192100 	 CLS loss: 5.339444
[2023/03/18 00:18:43] 	 ### Accuracy on 10000 test images: 0.9162 Best accuracy so far: 0.9014  =>  saving model... ###
[2023/03/18 00:19:00] 	 epoch : 041/300 	 Epoch loss:7.072360 	 Average loss:0.000118 	 Accuracy: 0.9362 	 KD loss: 30.083433 	 CLS loss: 5.278369
[2023/03/18 00:19:17] 	 epoch : 042/300 	 Epoch loss:6.931226 	 Average loss:0.000116 	 Accuracy: 0.9369 	 KD loss: 29.448766 	 CLS loss: 5.207363
[2023/03/18 00:19:34] 	 epoch : 043/300 	 Epoch loss:7.139908 	 Average loss:0.000119 	 Accuracy: 0.9353 	 KD loss: 30.377640 	 CLS loss: 5.321900
[2023/03/18 00:19:50] 	 epoch : 044/300 	 Epoch loss:6.997705 	 Average loss:0.000117 	 Accuracy: 0.9365 	 KD loss: 29.790884 	 CLS loss: 5.197638
[2023/03/18 00:20:07] 	 epoch : 045/300 	 Epoch loss:7.031933 	 Average loss:0.000117 	 Accuracy: 0.9371 	 KD loss: 29.970887 	 CLS loss: 5.188776
[2023/03/18 00:20:24] 	 epoch : 046/300 	 Epoch loss:6.816536 	 Average loss:0.000114 	 Accuracy: 0.9383 	 KD loss: 29.052246 	 CLS loss: 5.030433
[2023/03/18 00:20:40] 	 epoch : 047/300 	 Epoch loss:6.650295 	 Average loss:0.000111 	 Accuracy: 0.9392 	 KD loss: 28.276006 	 CLS loss: 4.975467
[2023/03/18 00:20:57] 	 epoch : 048/300 	 Epoch loss:6.842685 	 Average loss:0.000114 	 Accuracy: 0.9394 	 KD loss: 29.201081 	 CLS loss: 5.012344
[2023/03/18 00:21:12] 	 epoch : 049/300 	 Epoch loss:6.546054 	 Average loss:0.000109 	 Accuracy: 0.9393 	 KD loss: 27.820714 	 CLS loss: 4.909555
[2023/03/18 00:21:27] 	 epoch : 050/300 	 Epoch loss:6.653794 	 Average loss:0.000111 	 Accuracy: 0.9396 	 KD loss: 28.369503 	 CLS loss: 4.899466
[2023/03/18 00:21:30] 	 ### Accuracy on 10000 test images: 0.9141 Best accuracy so far: 0.9162 ###
[2023/03/18 00:21:48] 	 epoch : 051/300 	 Epoch loss:6.615657 	 Average loss:0.000110 	 Accuracy: 0.9407 	 KD loss: 28.225675 	 CLS loss: 4.852610
[2023/03/18 00:22:05] 	 epoch : 052/300 	 Epoch loss:6.440047 	 Average loss:0.000107 	 Accuracy: 0.9417 	 KD loss: 27.500551 	 CLS loss: 4.699684
[2023/03/18 00:22:22] 	 epoch : 053/300 	 Epoch loss:6.283662 	 Average loss:0.000105 	 Accuracy: 0.9430 	 KD loss: 26.751684 	 CLS loss: 4.666628
[2023/03/18 00:22:39] 	 epoch : 054/300 	 Epoch loss:6.385101 	 Average loss:0.000106 	 Accuracy: 0.9421 	 KD loss: 27.268881 	 CLS loss: 4.656621
[2023/03/18 00:22:56] 	 epoch : 055/300 	 Epoch loss:6.360413 	 Average loss:0.000106 	 Accuracy: 0.9434 	 KD loss: 27.121540 	 CLS loss: 4.680523
